2026-03-03T20:11:44.387265,"r, 17.05m,0000000014Hz,0000033130c,0000000.072s, 026.7C"
2026-03-03T20:11:49.387767,"r, 17.06m,0000000014Hz,0000033539c,0000000.073s, 026.7C"
2026-03-03T20:11:54.388179,"r, 17.05m,0000000014Hz,0000033264c,0000000.072s, 026.7C"
2026-03-03T20:11:59.388646,"r, 17.06m,0000000014Hz,0000033427c,0000000.073s, 026.7C"
2026-03-03T20:12:04.389076,"r, 17.06m,0000000014Hz,0000033546c,0000000.073s, 026.7C"
2026-03-03T20:12:09.389527,"r, 17.06m,0000000013Hz,0000033610c,0000000.073s, 026.4C"
2026-03-03T20:12:14.390020,"r, 17.06m,0000000014Hz,0000033448c,0000000.073s, 026.7C"
2026-03-03T20:12:19.390473,"r, 17.06m,0000000013Hz,0000033680c,0000000.073s, 026.7C"
2026-03-03T20:12:24.390873,"r, 17.06m,0000000014Hz,0000033576c,0000000.073s, 026.7C"
2026-03-03T20:12:29.391310,"r, 17.06m,0000000014Hz,0000033526c,0000000.073s, 026.7C"
2026-03-03T20:12:34.391784,"r, 17.06m,0000000014Hz,0000033571c,0000000.073s, 026.4C"
2026-03-03T20:12:39.392224,"r, 17.06m,0000000013Hz,0000033486c,0000000.073s, 026.4C"
2026-03-03T20:12:44.392664,"r, 17.06m,0000000013Hz,0000033461c,0000000.073s, 026.4C"
2026-03-03T20:12:49.393069,"r, 17.06m,0000000014Hz,0000033411c,0000000.073s, 026.4C"
2026-03-03T20:12:54.393574,"r, 17.06m,0000000014Hz,0000033301c,0000000.072s, 026.4C"
2026-03-03T20:12:59.394045,"r, 17.05m,0000000014Hz,0000033220c,0000000.072s, 026.4C"
2026-03-03T20:13:04.394465,"r, 17.04m,0000000014Hz,0000033000c,0000000.072s, 026.4C"
2026-03-03T20:13:09.394873,"r, 17.04m,0000000014Hz,0000032838c,0000000.071s, 026.4C"
2026-03-03T20:13:14.395282,"r, 17.03m,0000000014Hz,0000032619c,0000000.071s, 026.4C"
2026-03-03T20:13:19.395806,"r, 17.03m,0000000014Hz,0000032445c,0000000.070s, 026.4C"
2026-03-03T20:13:24.396235,"r, 17.01m,0000000014Hz,0000031931c,0000000.069s, 026.4C"
2026-03-03T20:13:29.396759,"r, 17.00m,0000000015Hz,0000031743c,0000000.069s, 026.4C"
2026-03-03T20:13:34.397185,"r, 17.00m,0000000015Hz,0000031707c,0000000.069s, 026.4C"
2026-03-03T20:13:39.397697,"r, 16.99m,0000000015Hz,0000031415c,0000000.068s, 026.4C"
2026-03-03T20:13:44.398147,"r, 16.98m,0000000015Hz,0000031178c,0000000.068s, 026.4C"
2026-03-03T20:13:49.398646,"r, 16.97m,0000000014Hz,0000030957c,0000000.067s, 026.4C"
2026-03-03T20:13:54.399119,"r, 16.96m,0000000015Hz,0000030638c,0000000.066s, 026.4C"
2026-03-03T20:13:59.399584,"r, 16.95m,0000000016Hz,0000030321c,0000000.066s, 026.4C"
2026-03-03T20:14:04.399984,"r, 16.95m,0000000016Hz,0000030089c,0000000.065s, 026.4C"
2026-03-03T20:14:09.400477,"r, 16.94m,0000000016Hz,0000029761c,0000000.065s, 026.4C"
2026-03-03T20:14:14.400888,"r, 16.92m,0000000016Hz,0000029431c,0000000.064s, 026.4C"
2026-03-03T20:14:19.401329,"r, 16.91m,0000000016Hz,0000029198c,0000000.063s, 026.4C"
2026-03-03T20:14:24.401804,"r, 16.92m,0000000016Hz,0000029511c,0000000.064s, 026.4C"
2026-03-03T20:14:29.402313,"r, 16.91m,0000000016Hz,0000029063c,0000000.063s, 026.4C"
2026-03-03T20:14:34.402841,"r, 16.88m,0000000016Hz,0000028227c,0000000.061s, 026.4C"
2026-03-03T20:14:39.403273,"r, 16.86m,0000000016Hz,0000027913c,0000000.061s, 026.4C"
2026-03-03T20:14:44.403762,"r, 16.86m,0000000016Hz,0000027833c,0000000.060s, 026.4C"
2026-03-03T20:14:49.404240,"r, 16.84m,0000000017Hz,0000027163c,0000000.059s, 026.4C"
2026-03-03T20:14:54.404717,"r, 16.82m,0000000017Hz,0000026829c,0000000.058s, 026.4C"
2026-03-03T20:14:59.405147,"r, 16.81m,0000000017Hz,0000026576c,0000000.058s, 026.4C"
2026-03-03T20:15:04.405668,"r, 16.80m,0000000018Hz,0000026359c,0000000.057s, 026.4C"
2026-03-03T20:15:09.406087,"r, 16.79m,0000000017Hz,0000026173c,0000000.057s, 026.4C"
2026-03-03T20:15:14.406576,"r, 16.78m,0000000018Hz,0000025934c,0000000.056s, 026.4C"
2026-03-03T20:15:19.407060,"r, 16.77m,0000000018Hz,0000025530c,0000000.055s, 026.4C"
2026-03-03T20:15:24.407542,"r, 16.77m,0000000018Hz,0000025561c,0000000.055s, 026.4C"
2026-03-03T20:15:29.407970,"r, 16.76m,0000000018Hz,0000025298c,0000000.055s, 026.4C"
2026-03-03T20:15:34.408401,"r, 16.79m,0000000018Hz,0000026217c,0000000.057s, 026.4C"
2026-03-03T20:15:39.408875,"r, 16.78m,0000000018Hz,0000025801c,0000000.056s, 026.4C"
2026-03-03T20:15:44.409357,"r, 16.88m,0000000018Hz,0000028336c,0000000.061s, 026.4C"
2026-03-03T20:15:49.409797,"r, 16.74m,0000000018Hz,0000024980c,0000000.054s, 026.4C"
2026-03-03T20:15:54.410242,"r, 16.25m,0000000018Hz,0000015916c,0000000.035s, 026.4C"
2026-03-03T20:15:59.410728,"r, 15.67m,0000000048Hz,0000009323c,0000000.020s, 026.4C"
2026-03-03T20:16:04.411161,"r, 15.71m,0000000045Hz,0000009688c,0000000.021s, 026.4C"
2026-03-03T20:16:09.411622,"r, 14.85m,0000000055Hz,0000004356c,0000000.009s, 026.4C"
2026-03-03T20:16:14.412031,"r, 15.48m,0000000108Hz,0000007835c,0000000.017s, 026.4C"
2026-03-03T20:16:19.412460,"r, 15.24m,0000000062Hz,0000006242c,0000000.014s, 026.4C"
2026-03-03T20:16:24.412869,"r, 15.13m,0000000079Hz,0000005637c,0000000.012s, 026.4C"
2026-03-03T20:16:29.413351,"r, 15.13m,0000000081Hz,0000005636c,0000000.012s, 026.4C"
